target_id,qval_illumina_25,b_illumina_25,qval_illumina_30,b_illumina_30,qval_EPS_RNA_25,b_EPS_RNA_25,qval_SRR_RNA_30,b_SRR_RNA_30
lcl|NC_014931.1_cds_WP_007838129.1_5593,3.49E-04,-0.492466139,6.60E-84,-4.914325125,8.28E-27,-2.718059424,7.85E-61,1.69324452
lcl|NC_014931.1_cds_WP_007838132.1_5591,4.03E-14,-0.805973611,9.01E-63,-4.281864745,3.74E-79,-3.902981317,6.32E-59,1.564585533
lcl|NC_014931.1_cds_WP_007838134.1_5590,3.60E-10,-0.600793157,6.97E-50,-4.608153224,1.16E-79,-3.812553369,6.84E-55,1.53304599
lcl|NC_014931.1_cds_WP_007838137.1_5588,4.15E-06,-0.493951669,9.98E-46,-4.382539522,3.33E-122,-2.983455451,8.73E-50,1.402369487
lcl|NC_014931.1_cds_WP_007838304.1_5233,9.04E-07,-0.399645937,1.85E-14,-2.805800972,1.03E-32,-1.730944083,NA,NA
lcl|NC_014931.1_cds_WP_007838397.1_5228,NA,NA,NA,NA,NA,NA,0.006689115,-0.482444567
lcl|NC_014931.1_cds_WP_007839295.1_2614,3.24E-31,-0.74566197,1.56E-15,-1.690719163,NA,NA,3.08E-10,-1.224150284
lcl|NC_014931.1_cds_WP_009124818.1_5771,2.62E-05,-0.393011316,1.73E-18,-3.731195765,1.71E-54,-3.706242676,1.08E-23,1.164424303
lcl|NC_014931.1_cds_WP_009124825.1_5766,3.25E-06,-0.340927924,3.60E-21,-3.199300189,2.20E-178,-3.714152293,1.87E-10,0.72286959
lcl|NC_014931.1_cds_WP_009124827.1_5764,0.017349299,-0.18521046,4.04E-39,-2.931914744,3.23E-117,-3.156024048,1.74E-20,0.8815408
lcl|NC_014931.1_cds_WP_012746613.1_1627,NA,NA,2.39E-13,-1.547291812,1.30E-06,-0.626319571,NA,NA
lcl|NC_014931.1_cds_WP_012747279.1_3731,0.023871943,0.207258541,NA,NA,6.69E-08,-0.719467497,NA,NA
lcl|NC_014931.1_cds_WP_013538471.1_1,4.32E-07,-0.315571618,7.07E-06,-1.385316102,5.45E-05,-0.74543758,2.74E-05,-0.678126754
lcl|NC_014931.1_cds_WP_013538472.1_2,0.016880245,-0.163744962,0.016891534,-0.564960878,3.19E-29,-1.506188997,NA,NA
lcl|NC_014931.1_cds_WP_013538473.1_3,0.001789816,-0.205776464,7.97E-06,-1.005111796,1.03E-42,-1.786820522,NA,NA
lcl|NC_014931.1_cds_WP_013538474.1_4,NA,NA,NA,NA,NA,NA,2.97E-04,0.507822176
lcl|NC_014931.1_cds_WP_013538475.1_5,0.008577624,-1.215229124,NA,NA,0.005591746,1.125367519,0.034560921,0.773817333
lcl|NC_014931.1_cds_WP_013538476.1_6,1.53E-15,1.208199471,3.87E-22,2.782635115,NA,NA,1.66E-48,1.462485317
lcl|NC_014931.1_cds_WP_013538477.1_7,1.55E-06,0.959710212,9.56E-08,2.13335969,1.07E-30,2.362341621,3.35E-136,2.216203082
